state,district,year,quarter,registered_users,app_opens
Andhra Pradesh,chittoor district,2024,4,981212,67779596
Arunachal Pradesh,lower subansiri district,2018,1,498,0
Arunachal Pradesh,tirap district,2018,1,557,0
Arunachal Pradesh,papum pare district,2018,1,7649,0
Arunachal Pradesh,anjaw district,2018,1,278,0
Arunachal Pradesh,lower siang district,2018,1,270,0
Arunachal Pradesh,dibang valley district,2018,1,66,0
Arunachal Pradesh,west kameng district,2018,1,2202,0
Arunachal Pradesh,shi yomi district,2018,1,49,0
Arunachal Pradesh,east kameng district,2018,1,222,0
Arunachal Pradesh,lohit district,2018,1,1207,0
Arunachal Pradesh,lepa rada district,2018,1,210,0
Arunachal Pradesh,lower dibang valley district,2018,1,601,0
Arunachal Pradesh,longding district,2018,1,256,0
Arunachal Pradesh,west siang district,2018,1,846,0
Arunachal Pradesh,kamle district,2018,1,22,0
Arunachal Pradesh,upper siang district,2018,1,301,0
Arunachal Pradesh,kurung kumey district,2018,1,97,0
Arunachal Pradesh,siang district,2018,1,192,0
Arunachal Pradesh,kra daadi district,2018,1,88,0
Arunachal Pradesh,changlang district,2018,1,1208,0
Arunachal Pradesh,pakke kessang district,2018,1,39,0
Arunachal Pradesh,east siang district,2018,1,1803,0
Arunachal Pradesh,upper subansiri district,2018,1,572,0
Arunachal Pradesh,tawang district,2018,1,1525,0
Arunachal Pradesh,namsai district,2018,1,737,0
Arunachal Pradesh,lower subansiri district,2018,2,724,0
Arunachal Pradesh,tirap district,2018,2,856,0
Arunachal Pradesh,papum pare district,2018,2,11418,0
Arunachal Pradesh,anjaw district,2018,2,410,0
Arunachal Pradesh,lower siang district,2018,2,494,0
Arunachal Pradesh,dibang valley district,2018,2,112,0
Arunachal Pradesh,west kameng district,2018,2,3442,0
Arunachal Pradesh,shi yomi district,2018,2,80,0
Arunachal Pradesh,east kameng district,2018,2,343,0
Arunachal Pradesh,lohit district,2018,2,1898,0
Arunachal Pradesh,lepa rada district,2018,2,318,0
Arunachal Pradesh,lower dibang valley district,2018,2,893,0
Arunachal Pradesh,longding district,2018,2,412,0
Arunachal Pradesh,west siang district,2018,2,1224,0
Arunachal Pradesh,kamle district,2018,2,37,0
Arunachal Pradesh,upper siang district,2018,2,481,0
Arunachal Pradesh,kurung kumey district,2018,2,153,0
Arunachal Pradesh,siang district,2018,2,293,0
Arunachal Pradesh,kra daadi district,2018,2,144,0
Arunachal Pradesh,changlang district,2018,2,2014,0
Arunachal Pradesh,pakke kessang district,2018,2,66,0
Arunachal Pradesh,east siang district,2018,2,2646,0
Arunachal Pradesh,upper subansiri district,2018,2,883,0
Arunachal Pradesh,tawang district,2018,2,2266,0
Arunachal Pradesh,namsai district,2018,2,1276,0
Arunachal Pradesh,lower subansiri district,2018,3,1033,0
Arunachal Pradesh,tirap district,2018,3,1226,0
Arunachal Pradesh,papum pare district,2018,3,16009,0
Arunachal Pradesh,anjaw district,2018,3,542,0
Arunachal Pradesh,lower siang district,2018,3,717,0
Arunachal Pradesh,dibang valley district,2018,3,145,0
Arunachal Pradesh,west kameng district,2018,3,4765,0
Arunachal Pradesh,shi yomi district,2018,3,118,0
Arunachal Pradesh,east kameng district,2018,3,521,0
Arunachal Pradesh,lohit district,2018,3,2612,0
Arunachal Pradesh,lepa rada district,2018,3,431,0
Arunachal Pradesh,lower dibang valley district,2018,3,1286,0
Arunachal Pradesh,longding district,2018,3,644,0
Arunachal Pradesh,west siang district,2018,3,1652,0
Arunachal Pradesh,kamle district,2018,3,65,0
Arunachal Pradesh,upper siang district,2018,3,646,0
Arunachal Pradesh,kurung kumey district,2018,3,222,0
Arunachal Pradesh,siang district,2018,3,373,0
Arunachal Pradesh,kra daadi district,2018,3,190,0
Arunachal Pradesh,changlang district,2018,3,2889,0
Arunachal Pradesh,pakke kessang district,2018,3,103,0
Arunachal Pradesh,east siang district,2018,3,3590,0
Arunachal Pradesh,upper subansiri district,2018,3,1169,0
Arunachal Pradesh,tawang district,2018,3,3112,0
Arunachal Pradesh,namsai district,2018,3,1862,0
Arunachal Pradesh,lower subansiri district,2018,4,1459,0
Arunachal Pradesh,tirap district,2018,4,1684,0
Arunachal Pradesh,papum pare district,2018,4,21342,0
Arunachal Pradesh,anjaw district,2018,4,744,0
Arunachal Pradesh,lower siang district,2018,4,936,0
Arunachal Pradesh,dibang valley district,2018,4,178,0
Arunachal Pradesh,west kameng district,2018,4,6492,0
Arunachal Pradesh,shi yomi district,2018,4,144,0
Arunachal Pradesh,east kameng district,2018,4,691,0
Arunachal Pradesh,lohit district,2018,4,3588,0
Arunachal Pradesh,lepa rada district,2018,4,548,0
Arunachal Pradesh,lower dibang valley district,2018,4,1827,0
Arunachal Pradesh,longding district,2018,4,923,0
Arunachal Pradesh,west siang district,2018,4,2117,0
Arunachal Pradesh,kamle district,2018,4,109,0
Arunachal Pradesh,upper siang district,2018,4,868,0
Arunachal Pradesh,kurung kumey district,2018,4,321,0
Arunachal Pradesh,siang district,2018,4,483,0
Arunachal Pradesh,kra daadi district,2018,4,255,0
Arunachal Pradesh,changlang district,2018,4,4036,0
Arunachal Pradesh,pakke kessang district,2018,4,138,0
Arunachal Pradesh,east siang district,2018,4,4813,0
Arunachal Pradesh,upper subansiri district,2018,4,1576,0
Arunachal Pradesh,tawang district,2018,4,4085,0
Arunachal Pradesh,namsai district,2018,4,2495,0
Arunachal Pradesh,lower subansiri district,2019,1,1879,0
Arunachal Pradesh,tirap district,2019,1,2082,0
Arunachal Pradesh,papum pare district,2019,1,26298,0
Arunachal Pradesh,anjaw district,2019,1,934,0
Arunachal Pradesh,lower siang district,2019,1,1123,0
Arunachal Pradesh,dibang valley district,2019,1,211,0
Arunachal Pradesh,west kameng district,2019,1,8115,0
Arunachal Pradesh,shi yomi district,2019,1,186,0
Arunachal Pradesh,east kameng district,2019,1,876,0
Arunachal Pradesh,lohit district,2019,1,4416,0
Arunachal Pradesh,lepa rada district,2019,1,710,0
Arunachal Pradesh,lower dibang valley district,2019,1,2314,0
Arunachal Pradesh,longding district,2019,1,1152,0
Arunachal Pradesh,west siang district,2019,1,2656,0
Arunachal Pradesh,kamle district,2019,1,141,0
Arunachal Pradesh,upper siang district,2019,1,1125,0
Arunachal Pradesh,kurung kumey district,2019,1,385,0
Arunachal Pradesh,siang district,2019,1,651,0
Arunachal Pradesh,kra daadi district,2019,1,350,0
Arunachal Pradesh,changlang district,2019,1,5210,0
Arunachal Pradesh,pakke kessang district,2019,1,162,0
Arunachal Pradesh,east siang district,2019,1,5899,0
Arunachal Pradesh,upper subansiri district,2019,1,1906,0
Arunachal Pradesh,tawang district,2019,1,5023,0
Arunachal Pradesh,namsai district,2019,1,3153,0
Arunachal Pradesh,lower subansiri district,2019,2,2463,11644
Arunachal Pradesh,tirap district,2019,2,2697,12779
Arunachal Pradesh,papum pare district,2019,2,32800,163673
Arunachal Pradesh,anjaw district,2019,2,1175,4993
Arunachal Pradesh,lower siang district,2019,2,1457,7737
Arunachal Pradesh,dibang valley district,2019,2,241,258
Arunachal Pradesh,west kameng district,2019,2,9782,73944
Arunachal Pradesh,shi yomi district,2019,2,225,24
Arunachal Pradesh,east kameng district,2019,2,1075,4146
Arunachal Pradesh,lohit district,2019,2,5485,32550
Arunachal Pradesh,lepa rada district,2019,2,903,4196
Arunachal Pradesh,lower dibang valley district,2019,2,2842,12669
Arunachal Pradesh,longding district,2019,2,1420,13256
Arunachal Pradesh,west siang district,2019,2,3393,15972
Arunachal Pradesh,kamle district,2019,2,212,972
Arunachal Pradesh,upper siang district,2019,2,1372,2710
Arunachal Pradesh,kurung kumey district,2019,2,481,2171
Arunachal Pradesh,siang district,2019,2,831,3209
Arunachal Pradesh,kra daadi district,2019,2,440,2639
Arunachal Pradesh,changlang district,2019,2,6884,37725
Arunachal Pradesh,pakke kessang district,2019,2,211,1237
Arunachal Pradesh,east siang district,2019,2,7319,34596
Arunachal Pradesh,upper subansiri district,2019,2,2355,9043
Arunachal Pradesh,tawang district,2019,2,5908,32103
Arunachal Pradesh,namsai district,2019,2,3914,18627
Arunachal Pradesh,lower subansiri district,2019,3,2928,42877
Arunachal Pradesh,tirap district,2019,3,3099,49222
Arunachal Pradesh,papum pare district,2019,3,38845,582435
Arunachal Pradesh,anjaw district,2019,3,1358,19509
Arunachal Pradesh,lower siang district,2019,3,1689,25736
Arunachal Pradesh,dibang valley district,2019,3,271,1436
Arunachal Pradesh,west kameng district,2019,3,11186,260068
Arunachal Pradesh,shi yomi district,2019,3,239,158
Arunachal Pradesh,east kameng district,2019,3,1304,19974
Arunachal Pradesh,lohit district,2019,3,6421,112322
Arunachal Pradesh,lepa rada district,2019,3,1064,13695
Arunachal Pradesh,lower dibang valley district,2019,3,3398,43057
Arunachal Pradesh,longding district,2019,3,1634,46571
Arunachal Pradesh,west siang district,2019,3,4101,64241
Arunachal Pradesh,kamle district,2019,3,258,3686
Arunachal Pradesh,upper siang district,2019,3,1486,8960
Arunachal Pradesh,kurung kumey district,2019,3,572,8396
Arunachal Pradesh,siang district,2019,3,948,13437
Arunachal Pradesh,kra daadi district,2019,3,524,11363
Arunachal Pradesh,changlang district,2019,3,8145,139098
Arunachal Pradesh,pakke kessang district,2019,3,244,5099
Arunachal Pradesh,east siang district,2019,3,8571,118071
Arunachal Pradesh,upper subansiri district,2019,3,2748,35114
Arunachal Pradesh,tawang district,2019,3,6553,114907
Arunachal Pradesh,namsai district,2019,3,4563,72268
Arunachal Pradesh,lower subansiri district,2019,4,3564,53396
Arunachal Pradesh,tirap district,2019,4,3605,67097
Arunachal Pradesh,papum pare district,2019,4,44746,670934
Arunachal Pradesh,anjaw district,2019,4,1564,23729
Arunachal Pradesh,lower siang district,2019,4,1921,28156
Arunachal Pradesh,dibang valley district,2019,4,289,1738
Arunachal Pradesh,west kameng district,2019,4,12562,313584
Arunachal Pradesh,shi yomi district,2019,4,266,880
Arunachal Pradesh,east kameng district,2019,4,1623,27850
Arunachal Pradesh,lohit district,2019,4,7386,129353
Arunachal Pradesh,lepa rada district,2019,4,1263,20798
Arunachal Pradesh,lower dibang valley district,2019,4,3944,50034
Arunachal Pradesh,longding district,2019,4,1847,48945
Arunachal Pradesh,west siang district,2019,4,4773,70790
Arunachal Pradesh,kamle district,2019,4,323,5098
Arunachal Pradesh,upper siang district,2019,4,1804,26060
Arunachal Pradesh,kurung kumey district,2019,4,653,7904
Arunachal Pradesh,siang district,2019,4,1131,19220
Arunachal Pradesh,kra daadi district,2019,4,603,13700
Arunachal Pradesh,changlang district,2019,4,9662,152680
Arunachal Pradesh,pakke kessang district,2019,4,296,5981
Arunachal Pradesh,east siang district,2019,4,9859,132534
Arunachal Pradesh,upper subansiri district,2019,4,3144,42354
Arunachal Pradesh,tawang district,2019,4,7303,139898
Arunachal Pradesh,namsai district,2019,4,5190,87627
Arunachal Pradesh,lower subansiri district,2020,1,4351,72887
Arunachal Pradesh,tirap district,2020,1,4261,76554
Arunachal Pradesh,papum pare district,2020,1,51342,819599
Arunachal Pradesh,anjaw district,2020,1,1747,25453
Arunachal Pradesh,lower siang district,2020,1,2201,35216
Arunachal Pradesh,dibang valley district,2020,1,320,2195
Arunachal Pradesh,west kameng district,2020,1,13983,332479
Arunachal Pradesh,shi yomi district,2020,1,290,989
Arunachal Pradesh,east kameng district,2020,1,1962,37103
Arunachal Pradesh,lohit district,2020,1,8454,159158
Arunachal Pradesh,lepa rada district,2020,1,1532,28280
Arunachal Pradesh,lower dibang valley district,2020,1,4650,71091
Arunachal Pradesh,longding district,2020,1,2201,58817
Arunachal Pradesh,west siang district,2020,1,5757,97255
Arunachal Pradesh,kamle district,2020,1,373,7135
Arunachal Pradesh,upper siang district,2020,1,2143,37600
Arunachal Pradesh,kurung kumey district,2020,1,725,11471
Arunachal Pradesh,siang district,2020,1,1390,24530
Arunachal Pradesh,kra daadi district,2020,1,701,16770
Arunachal Pradesh,changlang district,2020,1,11262,201632
Arunachal Pradesh,pakke kessang district,2020,1,371,9758
Arunachal Pradesh,east siang district,2020,1,11298,167166
Arunachal Pradesh,upper subansiri district,2020,1,3675,56522
Arunachal Pradesh,tawang district,2020,1,8048,138728
Arunachal Pradesh,namsai district,2020,1,6029,109933
Arunachal Pradesh,lower subansiri district,2020,2,5392,108893
Arunachal Pradesh,tirap district,2020,2,5239,114770
Arunachal Pradesh,papum pare district,2020,2,59968,932769
Arunachal Pradesh,anjaw district,2020,2,1961,34903
Arunachal Pradesh,lower siang district,2020,2,2644,48738
Arunachal Pradesh,dibang valley district,2020,2,367,4076
Arunachal Pradesh,west kameng district,2020,2,15766,394250
Arunachal Pradesh,shi yomi district,2020,2,320,1597
Arunachal Pradesh,east kameng district,2020,2,2506,53112
Arunachal Pradesh,lohit district,2020,2,10154,219948
Arunachal Pradesh,lepa rada district,2020,2,1890,38098
Arunachal Pradesh,lower dibang valley district,2020,2,5782,110670
Arunachal Pradesh,longding district,2020,2,2751,86086
Arunachal Pradesh,west siang district,2020,2,7239,147515
Arunachal Pradesh,kamle district,2020,2,509,11566
Arunachal Pradesh,upper siang district,2020,2,2552,54123
Arunachal Pradesh,kurung kumey district,2020,2,834,16738
Arunachal Pradesh,siang district,2020,2,1831,40101
Arunachal Pradesh,kra daadi district,2020,2,870,25480
Arunachal Pradesh,changlang district,2020,2,14036,293705
Arunachal Pradesh,pakke kessang district,2020,2,438,13500
Arunachal Pradesh,east siang district,2020,2,13601,235755
Arunachal Pradesh,upper subansiri district,2020,2,4465,80310
Arunachal Pradesh,tawang district,2020,2,8993,170812
Arunachal Pradesh,namsai district,2020,2,7426,149491
Arunachal Pradesh,lower subansiri district,2020,3,6456,117359
Arunachal Pradesh,tirap district,2020,3,6119,125437
Arunachal Pradesh,papum pare district,2020,3,69419,1157730
Arunachal Pradesh,anjaw district,2020,3,2226,42320
Arunachal Pradesh,lower siang district,2020,3,2983,51520
Arunachal Pradesh,dibang valley district,2020,3,411,4634
Arunachal Pradesh,west kameng district,2020,3,17636,461190
Arunachal Pradesh,shi yomi district,2020,3,337,2788
Arunachal Pradesh,east kameng district,2020,3,3169,63062
Arunachal Pradesh,lohit district,2020,3,11755,264444
Arunachal Pradesh,lepa rada district,2020,3,2304,47233
Arunachal Pradesh,lower dibang valley district,2020,3,6799,117752
Arunachal Pradesh,longding district,2020,3,3277,91330
Arunachal Pradesh,west siang district,2020,3,8623,158496
Arunachal Pradesh,kamle district,2020,3,639,12196
Arunachal Pradesh,upper siang district,2020,3,3011,59246
Arunachal Pradesh,kurung kumey district,2020,3,1025,18583
Arunachal Pradesh,siang district,2020,3,2225,42723
Arunachal Pradesh,kra daadi district,2020,3,1026,29126
Arunachal Pradesh,changlang district,2020,3,16385,326045
Arunachal Pradesh,pakke kessang district,2020,3,508,11721
Arunachal Pradesh,east siang district,2020,3,15921,302165
Arunachal Pradesh,upper subansiri district,2020,3,5295,106598
Arunachal Pradesh,tawang district,2020,3,9944,224583
Arunachal Pradesh,namsai district,2020,3,8553,165140
Arunachal Pradesh,lower subansiri district,2020,4,7388,124398
Arunachal Pradesh,tirap district,2020,4,6805,134124
Arunachal Pradesh,papum pare district,2020,4,77936,1397025
Arunachal Pradesh,anjaw district,2020,4,2485,61121
Arunachal Pradesh,lower siang district,2020,4,3320,54476
Arunachal Pradesh,dibang valley district,2020,4,444,7677
Arunachal Pradesh,west kameng district,2020,4,19464,455337
Arunachal Pradesh,shi yomi district,2020,4,370,5847
Arunachal Pradesh,east kameng district,2020,4,3638,62876
Arunachal Pradesh,lohit district,2020,4,13126,285992
Arunachal Pradesh,lepa rada district,2020,4,2735,57036
Arunachal Pradesh,lower dibang valley district,2020,4,7693,132469
Arunachal Pradesh,longding district,2020,4,3753,87881
Arunachal Pradesh,west siang district,2020,4,9911,180696
Arunachal Pradesh,kamle district,2020,4,745,14866
Arunachal Pradesh,upper siang district,2020,4,3497,80140
Arunachal Pradesh,kurung kumey district,2020,4,1173,21168
Arunachal Pradesh,siang district,2020,4,2635,48090
Arunachal Pradesh,kra daadi district,2020,4,1141,27924
Arunachal Pradesh,changlang district,2020,4,18203,320708
Arunachal Pradesh,pakke kessang district,2020,4,593,11458
Arunachal Pradesh,east siang district,2020,4,17822,349321
Arunachal Pradesh,upper subansiri district,2020,4,6069,125505
Arunachal Pradesh,tawang district,2020,4,10909,249095
